this_ptr,parent,next,prev,next_track,prev_track,track_root,count,track_count,track_node_count,status,track_id,evt.index,evt.event_id,evt.proc_id,evt.packet_id,evt.peak_adc,evt.peak_row,evt.peak_col,evt.x_encoder,evt.w_encoder,evt.radius,evt.theta,evt.x_cor,evt.y_cor,evt.x,evt.y,evt.snr,evt.ee,evt.ee_is_fitted,evt.xenc_merge_count,evt.wenc_merge_count,evt.wenc_per_um,evt.box_width,evt.box_height,evt.xenc_outer,evt.xenc_inner,evt.wenc_left,evt.wenc_right,evt.acc_flag,evt.cosmic_ray_flag,evt.saturated_flag,evt.pixel_sindex,evt.pixel_eindex
56,56,60,-1,-1,-1,56,2,1,2,2,27,56,20,2,4041,4047,1741,1296,38482.0,251331,121134.3984375,-6.024014472961426,117088.8515625,31044.22265625,31044.216796875,-117088.8515625,342.1318054199219,0.07628544420003891,0,250.0,69.98681640625,0.34993410110473633,0,0,38468.875,38527.5,251326,251335,0,0,0,0,1500
57,57,-1,-1,-1,-1,57,1,1,1,2,27,57,21,2,4041,2573,762,1266,38453.75,250621,121157.0,-6.0069966316223145,116565.359375,33038.390625,33038.38671875,-116565.359375,215.61709594726563,0.0676695704460144,0,250.0,69.97377014160156,0.3498688340187073,0,0,38412.625,38470.375,250617,250624,0,0,0,0,1500
58,58,-1,-1,-1,-1,58,1,1,1,2,27,58,22,2,4041,2793,1998,1170,38373.75,251517,121221.0,-6.028472423553467,117309.890625,30543.76171875,30543.755859375,-117309.890625,235.97171020507813,0.0661621019244194,0,250.0,69.93682098388672,0.34968408942222595,0,0,38351.0,38408.75,251513,251521,0,0,0,0,1500
59,59,63,-1,-1,-1,59,2,1,2,2,27,59,23,2,4041,2779,1511,1154,38357.75,251163,121233.796875,-6.0199875831604,117058.859375,31541.333984375,31541.328125,-117058.859375,235.80682373046875,0.08740437030792236,0,250.0,69.929443359375,0.3496472239494324,0,0,38308.75,38367.375,251160,251168,0,0,0,0,1500
60,56,-1,56,-1,-1,56,1,1,1,2,27,60,24,2,4041,4071,1769,986,38210.75,251351,121351.3984375,-6.02449369430542,117313.4921875,31043.619140625,31043.61328125,-117313.4921875,346.2098083496094,0.06818296015262604,0,250.0,69.8616714477539,0.3493083417415619,0,0,38191.5,38250.125,251347,251355,0,0,0,0,1500
61,61,-1,-1,-1,-1,61,1,1,1,2,27,61,25,2,4041,2791,533,1042,38256.75,250454,121314.6015625,-6.002994060516357,116583.6484375,33548.2734375,33548.26953125,-116583.6484375,237.40687561035156,0.061819590628147125,0,250.0,69.88286590576172,0.34941431879997253,0,0,38241.0,38298.75,250451,250459,0,0,0,0,1500
62,62,66,-1,-1,-1,62,2,1,2,2,27,62,26,2,4041,2575,1283,946,38174.75,250998,121380.203125,-6.016033172607422,117074.4375,32042.6328125,32042.626953125,-117074.4375,217.05506896972656,0.0650215595960617,0,250.0,69.84510040283203,0.3492254912853241,0,0,38145.875,38203.625,250994,251002,0,0,0,0,1500
63,59,-1,59,-1,-1,59,1,1,1,2,27,63,27,2,4041,4077,1540,820,38065.5,251185,121467.6015625,-6.020514965057373,117301.265625,31540.302734375,31540.296875,-117301.265625,342.2151184082031,0.06752654910087585,0,250.0,69.79483795166016,0.34897419810295105,0,0,38031.375,38090.0,251180,251189,0,0,0,0,1500
64,64,-1,-1,-1,-1,64,1,1,1,2,27,64,28,2,4041,4069,306,874,38107.75,250290,121433.796875,-5.999063491821289,116565.296875,34039.6640625,34039.66015625,-116565.296875,343.2793273925781,0.07036840170621872,0,250.0,69.81427001953125,0.34907135367393494,0,0,38065.75,38124.375,250286,250295,0,0,0,0,1500
65,65,-1,-1,-1,-1,65,1,1,1,2,27,65,29,2,4041,4036,1054,766,38016.25,250832,121507.0,-6.012053966522217,117068.1640625,32542.201171875,32542.1953125,-117068.1640625,339.266845703125,0.06729105859994888,0,250.0,69.772216796875,0.34886106848716736,0,0,37979.5,38038.125,250828,250836,0,0,0,0,1500
66,62,-1,62,-1,-1,62,1,1,1,2,27,66,30,2,4041,2771,1311,637,37904.375,251018,121596.5,-6.016512393951416,117298.4296875,32043.52734375,32043.521484375,-117298.4296875,235.98585510253906,0.06511229276657104,0,250.0,69.72085571289063,0.3486042618751526,0,0,37868.5,37926.25,251015,251022,0,0,0,0,1500
67,67,-1,-1,-1,-1,67,1,1,1,2,27,67,31,2,4041,2583,79,670,37929.25,250125,121576.6015625,-5.995108604431152,116566.6875,34540.96875,34540.96484375,-116566.6875,218.4927520751953,0.06643903255462646,0,250.0,69.73226928710938,0.348661333322525,0,0,37890.75,37949.375,250121,250129,0,0,0,0,1500
68,68,70,-1,-1,-1,68,2,1,2,2,27,68,32,2,4041,2774,826,547,37824.625,250667,121660.296875,-6.008099555969238,117086.1015625,33046.51953125,33046.515625,-117086.1015625,235.38893127441406,0.0764271542429924,0,250.0,69.68429565429688,0.34842148423194885,0,0,37812.375,37870.125,250663,250671,0,0,0,0,1500
69,69,72,-1,-1,-1,69,2,1,2,2,27,69,33,2,4041,2213,599,390,37686.25,250502,121771.0,-6.004144668579102,117060.9140625,33539.8125,33539.80859375,-117060.9140625,186.6786346435547,0.07475972175598145,0,250.0,69.62093353271484,0.34810468554496765,0,0,37641.625,37699.375,250498,250506,0,0,0,0,1500
70,68,-1,68,-1,-1,68,1,1,1,2,27,70,34,2,4041,1933,856,234,37550.75,250689,121879.3984375,-6.008626937866211,117314.40625,33044.171875,33044.16796875,-117314.40625,163.8240509033203,0.06552042812108994,0,250.0,69.55902099609375,0.3477950990200043,0,0,37535.875,37593.625,250685,250693,0,0,0,0,1500
71,2,-1,2,-1,2,71,1,1,1,2,27,71,35,2,4041,4043,372,162,37484.75,250338,121932.203125,-6.000213623046875,117082.953125,34044.73828125,34044.734375,-117082.953125,340.9678955078125,0.06729193031787872,0,250.0,69.51985168457031,0.3475992679595947,0,0,37467.25,37525.875,250334,250342,0,0,0,0,1500
72,69,-1,69,-1,-1,69,1,1,1,2,27,72,36,2,4041,2574,629,42,37381.75,250524,122014.6015625,-6.004672050476074,117312.796875,33545.05078125,33545.046875,-117312.796875,217.33033752441406,0.06661663204431534,0,250.0,69.47290802001953,0.34736454486846924,0,0,37365.125,37422.875,250520,250528,0,0,0,0,1500
73,1,-1,5,-1,1,73,1,1,1,2,27,73,37,2,4041,2177,145,3,37345.625,250174,122043.5,-5.996283054351807,117054.984375,34536.171875,34536.16796875,-117054.984375,183.21063232421875,0.3958541750907898,1,250.0,69.45645904541016,0.3472822904586792,0,0,37343.0,37350.875,250170,250178,0,0,0,0,1500
74,74,-1,-1,-1,-1,74,1,1,1,2,28,74,36,1,4048,4069,2391,1421,38661.375,3809,120990.8984375,-0.09129582345485687,120487.0234375,-11030.6259765625,-11030.630859375,-120487.0234375,348.65631103515625,0.23264722526073456,0,250.0,70.06983184814453,0.35034915804862976,0,0,38654.375,38669.25,3805,3814,0,0,0,0,1500
75,75,-1,-1,-1,-1,75,1,1,1,2,28,75,37,1,4048,2570,2628,1398,38643.25,3981,121005.3984375,-0.09541840106248856,120454.953125,-11528.62890625,-11528.6337890625,-120454.953125,218.29856872558594,0.08144122362136841,0,250.0,70.06143188476563,0.3503071665763855,0,0,38597.75,38652.0,3978,3984,0,0,0,0,1500
76,76,-1,-1,-1,-1,76,1,1,1,2,28,76,38,1,4048,2763,1188,1040,38325.0,2936,121260.0,-0.0703713670372963,120959.875,-8526.1904296875,-8526.1953125,-120959.875,233.95655822753906,0.06596554815769196,0,250.0,69.9143295288086,0.3495716452598572,0,0,38285.625,38344.25,2933,2941,0,0,0,0,1500
77,77,-1,-1,-1,-1,77,1,1,1,2,28,77,39,1,4048,2588,1055,1051,38332.625,2840,121253.8984375,-0.06807039678096771,120973.0859375,-8247.4287109375,-8247.43359375,-120973.0859375,218.87222290039063,0.06527441740036011,0,250.0,69.9178466796875,0.3495892286300659,0,0,38309.0,38366.75,2836,2844,0,0,0,0,1500
78,78,-1,-1,-1,-1,78,1,1,1,2,28,78,40,1,4048,2590,1425,987,38278.625,3109,121297.1015625,-0.07451791316270828,120960.4765625,-9030.443359375,-9030.4482421875,-120960.4765625,219.5351104736328,0.06651685386896133,0,250.0,69.8929443359375,0.3494647145271301,0,0,38240.125,38297.875,3104,3112,0,0,0,0,1500
79,79,-1,-1,-1,-1,79,1,1,1,2,28,79,41,1,4048,4038,1661,921,38221.875,3280,121342.5,-0.07861651480197906,120967.7109375,-9529.701171875,-9529.7060546875,-120967.7109375,342.06158447265625,0.0673493891954422,0,250.0,69.8667984008789,0.3493340015411377,0,0,38192.125,38250.75,3275,3284,0,0,0,0,1500
80,80,-1,-1,-1,-1,80,1,1,1,2,28,80,42,1,4048,2783,1897,885,38191.375,3451,121366.8984375,-0.08271512389183044,120951.953125,-10027.4345703125,-10027.439453125,-120951.953125,234.6615753173828,0.09956888109445572,0,250.0,69.85275268554688,0.3492637574672699,0,0,38142.375,38200.125,3447,3455,0,0,0,0,1500
81,81,-1,-1,-1,-1,81,1,1,1,2,28,81,43,1,4048,2775,2133,803,38119.625,3622,121424.296875,-0.08681372553110123,120967.0234375,-10528.0595703125,-10528.064453125,-120967.0234375,233.998779296875,0.058610767126083374,0,250.0,69.8197250366211,0.3490986227989197,0,0,38089.0,38146.75,3618,3626,0,0,0,0,1500
82,82,-1,-1,-1,-1,82,1,1,1,2,28,82,44,1,4048,4079,2605,660,37996.5,3964,121522.796875,-0.09501093626022339,120974.7109375,-11528.6318359375,-11528.63671875,-120974.7109375,346.96746826171875,0.06789789348840714,0,250.0,69.76313781738281,0.3488156795501709,0,0,37979.0,38034.125,3960,3969,0,0,0,0,1500
83,83,-1,-1,-1,-1,83,1,1,1,2,28,83,45,1,4048,2789,2369,734,38060.25,3793,121471.796875,-0.09091232717037201,120970.15625,-11028.078125,-11028.0830078125,-120970.15625,236.6885528564453,0.06576976925134659,0,250.0,69.79242706298828,0.34896212816238403,0,0,38034.0,38091.75,3790,3798,0,0,0,0,1500
84,84,-1,-1,-1,-1,84,1,1,1,2,28,84,46,1,4048,2805,1175,507,37857.625,2927,121633.8984375,-0.07015565037727356,121334.6953125,-8526.3076171875,-8526.3125,-121334.6953125,236.63699340820313,0.08488553017377853,0,250.0,69.69940948486328,0.34849706292152405,0,0,37809.5,37869.125,2923,2931,0,0,0,0,1500
85,85,-1,-1,-1,-1,85,1,1,1,2,28,85,47,1,4048,2770,1042,505,37854.875,2831,121636.1015625,-0.06785468012094498,121356.1875,-8247.2470703125,-8247.251953125,-121356.1875,235.73764038085938,0.05856422334909439,0,250.0,69.69815826416016,0.34849077463150024,0,0,37833.875,37891.625,2827,2835,0,0,0,0,1500
86,86,-1,-1,-1,-1,86,1,1,1,2,28,86,48,1,4048,2190,1411,452,37810.5,3098,121671.6015625,-0.07425425946712494,121336.328125,-9026.3349609375,-9026.33984375,-121336.328125,185.0933074951172,0.07693050801753998,0,250.0,69.67781829833984,0.34838908910751343,0,0,37765.0,37822.75,3095,3103,0,0,0,0,1500
87,87,-1,-1,-1,-1,87,1,1,1,2,28,87,49,1,4048,2222,1646,394,37760.75,3269,121711.3984375,-0.07835286110639572,121337.984375,-9526.681640625,-9526.6865234375,-121337.984375,187.66017150878906,0.07095980644226074,0,250.0,69.655029296875,0.34827515482902527,0,0,37717.875,37775.625,3265,3273,0,0,0,0,1500
88,88,-1,-1,-1,-1,88,1,1,1,2,28,88,50,1,4048,2776,1882,307,37685.625,3440,121771.5,-0.0824514701962471,121357.8125,-10028.8671875,-10028.8720703125,-121357.8125,234.6409454345703,0.059894710779190063,0,250.0,69.62065887451172,0.34810328483581543,0,0,37668.125,37725.875,3436,3444,0,0,0,0,1500
89,89,-1,-1,-1,-1,89,1,1,1,2,28,89,51,1,4048,2587,2118,238,37625.25,3611,121819.796875,-0.08655007183551788,121363.8125,-10530.353515625,-10530.3583984375,-121363.8125,221.30319213867188,0.08214198052883148,0,250.0,69.59305572509766,0.347965270280838,0,0,37614.75,37672.5,3606,3614,0,0,0,0,1500
90,90,-1,-1,-1,-1,90,1,1,1,2,28,90,52,1,4048,4063,2353,198,37591.25,3782,121847.0,-0.09064867347478867,121346.71875,-11030.1484375,-11030.1533203125,-121346.71875,344.9193115234375,0.0675068348646164,0,250.0,69.57752227783203,0.3478876054286957,0,0,37558.875,37617.5,3777,3786,0,0,0,0,1500
91,91,-1,-1,-1,-1,91,1,1,1,2,28,91,53,1,4048,4038,2588,102,37508.25,3952,121913.3984375,-0.09472331404685974,121366.8671875,-11530.779296875,-11530.7841796875,-121366.8671875,340.6090087890625,0.10261231660842896,0,250.0,69.53961944580078,0.3476980924606323,0,0,37501.25,37560.75,3948,3956,0,0,0,0,1500
92,92,-1,-1,-1,-1,92,1,1,1,2,28,92,38,2,4049,4045,1756,1414,38663.25,5370,120989.3984375,-0.1287105828523636,119988.6015625,-15529.6552734375,-15529.66015625,-119988.6015625,341.6222839355469,0.1566614955663681,0,250.0,70.0707015991211,0.35035350918769836,0,0,38658.0,38677.25,5366,5375,0,0,0,0,1500
93,93,-1,-1,-1,-1,93,1,1,1,2,28,93,39,2,4049,2518,1992,1332,38592.5,5541,121046.0,-0.13280917704105377,119980.046875,-16028.8017578125,-16028.806640625,-119980.046875,215.44537353515625,0.06764407455921173,0,250.0,70.03793334960938,0.3501896560192108,0,0,38577.625,38635.375,5537,5545,0,0,0,0,1500
94,94,-1,-1,-1,-1,94,1,1,1,2,28,94,40,2,4049,4047,76,1282,38541.75,4152,121086.6015625,-0.09951700270175934,120487.5,-12030.2958984375,-12030.30078125,-120487.5,341.9207763671875,0.10859546065330505,0,250.0,70.01445007324219,0.3500722348690033,0,0,38535.625,38594.25,4147,4156,0,0,0,0,1500
95,95,-1,-1,-1,-1,95,1,1,1,2,28,95,41,2,4049,2787,312,1257,38520.875,4323,121103.296875,-0.10361561179161072,120453.7890625,-12525.7509765625,-12525.755859375,-120453.7890625,235.45912170410156,0.09113799780607224,0,250.0,70.00479125976563,0.35002395510673523,0,0,38472.75,38531.375,4319,4327,0,0,0,0,1500
96,96,-1,-1,-1,-1,96,1,1,1,2,28,96,42,2,4049,2803,548,1163,38439.625,4494,121168.296875,-0.1077142134308815,120466.0546875,-13026.32421875,-13026.3291015625,-120466.0546875,237.75473022460938,0.05931835621595383,0,250.0,69.96723937988281,0.34983620047569275,0,0,38407.25,38465.875,4491,4499,0,0,0,0,1500
97,97,-1,-1,-1,-1,97,1,1,1,2,28,97,43,2,4049,2762,784,1080,38367.0,4666,121226.3984375,-0.11183678358793259,120469.0703125,-13529.326171875,-13529.3310546875,-120469.0703125,233.41012573242188,0.06594640016555786,0,250.0,69.9337158203125,0.34966856241226196,0,0,38338.125,38396.75,4662,4670,0,0,0,0,1500
98,98,-1,-1,-1,-1,98,1,1,1,2,28,98,44,2,4049,4037,1020,981,38281.375,4836,121294.8984375,-0.11591142416000366,120480.984375,-14028.0029296875,-14028.0078125,-120480.984375,341.83087158203125,0.07204040139913559,0,250.0,69.89421081542969,0.3494710624217987,0,0,38267.375,38326.0,4832,4841,0,0,0,0,1500
99,99,-1,-1,-1,-1,99,1,1,1,2,28,99,45,2,4049,2801,1255,922,38230.75,5007,121335.3984375,-0.12001002579927444,120462.6875,-14526.5361328125,-14526.541015625,-120462.6875,237.4321746826172,0.059738416224718094,0,250.0,69.87088775634766,0.34935444593429565,0,0,38194.875,38252.625,5003,5011,0,0,0,0,1500
100,100,-1,-1,-1,-1,100,1,1,1,2,28,100,46,2,4049,2573,1491,806,38130.25,5178,121415.796875,-0.12410863488912582,120481.9140625,-15030.0947265625,-15030.099609375,-120481.9140625,218.69129943847656,0.07969151437282562,0,250.0,69.82461547851563,0.3491230905056,0,0,38118.875,38176.625,5174,5182,0,0,0,0,1500
101,101,-1,-1,-1,-1,101,1,1,1,2,28,101,47,2,4049,2554,1726,754,38085.75,5349,121451.3984375,-0.1282072365283966,120454.609375,-15528.326171875,-15528.3310546875,-120454.609375,216.88125610351563,0.07857433706521988,0,250.0,69.80415344238281,0.34902074933052063,0,0,38040.25,38098.875,5344,5352,0,0,0,0,1500
102,102,-1,-1,-1,-1,102,1,1,1,2,28,102,48,2,4049,2799,1960,621,37970.375,5518,121543.703125,-0.13225790858268738,120482.21875,-16028.29296875,-16028.2978515625,-120482.21875,238.3390350341797,0.08316805213689804,0,250.0,69.75113677978516,0.34875568747520447,0,0,37959.875,38017.625,5515,5523,0,0,0,0,1500
103,103,-1,-1,-1,-1,103,1,1,1,2,28,103,49,2,4049,2573,53,594,37939.75,4135,121568.203125,-0.09910953789949417,120971.6328125,-12028.8525390625,-12028.857421875,-120971.6328125,217.1804656982422,0.06507211178541183,0,250.0,69.7370834350586,0.3486854135990143,0,0,37916.125,37973.875,4131,4139,0,0,0,0,1500
104,104,-1,-1,-1,-1,104,1,1,1,2,28,104,50,2,4049,2235,2202,541,37900.375,5694,121599.703125,-0.13647635281085968,120469.015625,-16544.015625,-16544.021484375,-120469.015625,189.9427032470703,0.06555165350437164,0,250.0,69.7190170288086,0.3485950827598572,0,0,37875.875,37933.625,5690,5698,0,0,0,0,1500
105,105,-1,-1,-1,-1,105,1,1,1,2,28,105,51,2,4049,4045,288,514,37870.75,4305,121623.3984375,-0.10318417847156525,120976.515625,-12527.353515625,-12527.3583984375,-120976.515625,342.7916564941406,0.06704039871692657,0,250.0,69.70542907714844,0.3485271632671356,0,0,37852.375,37911.875,4301,4310,0,0,0,0,1500
106,106,-1,-1,-1,-1,106,1,1,1,2,28,106,52,2,4049,4073,523,459,37823.625,4476,121661.1015625,-0.10728278011083603,120961.640625,-13027.1181640625,-13027.123046875,-120961.640625,347.27227783203125,0.06809043884277344,0,250.0,69.68383026123047,0.3484191596508026,0,0,37786.875,37846.375,4471,4480,0,0,0,0,1500
107,107,-1,-1,-1,-1,107,1,1,1,2,28,107,53,2,4049,4036,758,377,37751.875,4647,121718.5,-0.11138138920068741,120964.2734375,-13529.1611328125,-13529.166015625,-120964.2734375,342.22564697265625,0.06760525703430176,0,250.0,69.65097045898438,0.34825485944747925,0,0,37718.625,37777.25,4642,4651,0,0,0,0,1500
108,108,-1,-1,-1,-1,108,1,1,1,2,28,108,54,2,4049,2559,993,305,37689.875,4817,121768.1015625,-0.11545602232217789,120957.4140625,-14027.646484375,-14027.6513671875,-120957.4140625,215.8760986328125,0.06806937605142593,0,250.0,69.62259674072266,0.34811297059059143,0,0,37648.75,37706.5,4813,4821,0,0,0,0,1500
109,109,-1,-1,-1,-1,109,1,1,1,2,28,109,55,2,4049,2779,1227,224,37619.0,4987,121824.796875,-0.11953066289424896,120955.546875,-14527.1474609375,-14527.15234375,-120955.546875,236.3384246826172,0.07770275324583054,0,250.0,69.59019470214844,0.3479509651660919,0,0,37574.375,37634.0,4983,4991,0,0,0,0,1500
110,110,-1,-1,-1,-1,110,1,1,1,2,28,110,56,2,4049,2772,1461,99,37511.625,5156,121910.703125,-0.12358132749795914,120980.953125,-15027.5673828125,-15027.572265625,-120980.953125,235.18348693847656,0.07317893952131271,0,250.0,69.5411605834961,0.34770581126213074,0,0,37500.25,37558.0,5152,5161,0,0,0,0,1500
111,111,-1,-1,-1,-1,111,1,1,1,2,28,111,57,2,4049,2803,1695,13,37437.375,5326,121970.1015625,-0.1276559680700302,120977.6328125,-15527.9560546875,-15527.9609375,-120977.6328125,236.93936157226563,0.06317509710788727,0,250.0,69.49825286865234,0.3474912643432617,0,0,37426.0,37480.25,5323,5331,0,0,0,0,1500
112,16,-1,16,-1,16,112,1,1,1,2,28,112,58,2,4049,2761,269,3,37423.625,4292,121981.1015625,-0.1028725877404213,121336.2265625,-12526.390625,-12526.3955078125,-121336.2265625,233.38780212402344,0.09270855784416199,1,250.0,69.49198913574219,0.34745994210243225,0,0,37421.0,37437.625,4288,4296,0,0,0,0,1500
113,113,-1,-1,-1,-1,113,1,1,1,2,28,113,59,2,4049,2586,35,75,37485.625,4122,121931.5,-0.09879794716835022,121336.890625,-12026.994140625,-12026.9990234375,-121336.890625,219.17242431640625,0.07670290023088455,0,250.0,69.52025604248047,0.3476012945175171,0,0,37441.875,37499.625,4118,4126,0,0,0,0,1500
